OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,WoodDeckSF,YrSold,SaleCondition,SalePrice
6,5,1992,1992,1055,790,0,1845,0,0,2,1,3,1,8,635,2010,Normal,189000
8,7,1988,2005,559,672,0,1752,0,0,2,0,4,1,8,325,2010,Normal,164000
4,6,1941,1950,672,0,0,672,1,0,1,0,2,1,4,0,2009,Normal,113000
4,9,1965,2001,648,0,0,960,1,1,0,0,0,1,3,88,2006,Normal,145000
5,5,1962,1962,925,0,0,999,1,0,1,0,3,1,6,150,2006,Normal,134500
5,5,1966,1966,894,0,0,894,0,0,1,0,3,1,5,0,2007,Normal,125000
6,5,1978,1978,0,584,0,1902,0,0,2,0,4,2,8,0,2010,Normal,112000
8,5,2009,2009,1300,0,0,1314,1,0,2,0,3,1,6,135,2009,Partial,229456
4,5,1947,1950,0,240,0,912,0,0,1,0,2,1,3,0,2006,Normal,80500
6,5,1971,1971,672,546,0,1218,0,0,1,1,3,1,7,201,2006,Abnorml,91500
5,5,1964,1964,912,0,0,912,0,0,1,0,2,1,5,0,2006,Abnorml,115000
5,5,1968,1968,952,0,0,1211,0,0,1,0,3,1,5,0,2008,Normal,134000
6,6,1949,1950,1040,678,0,1846,0,0,2,0,3,1,7,0,2007,Normal,143000
5,3,1951,1951,2136,0,0,2136,0,0,2,0,4,1,7,0,2006,Normal,137900
7,5,2004,2005,788,702,0,1490,1,0,2,1,3,1,8,100,2008,Normal,184000
6,8,1958,1958,588,0,0,1138,0,1,1,0,3,1,6,224,2007,Normal,145000
6,5,2007,2007,894,1039,0,1933,0,0,2,1,4,1,9,100,2008,Normal,214000
5,8,1965,2008,912,0,0,912,1,0,1,0,2,1,5,0,2008,Normal,147000
9,5,2008,2008,1702,0,0,1702,1,0,1,1,1,1,7,0,2008,Partial,367294
5,5,1960,1960,1075,0,0,1507,0,0,2,0,4,1,7,0,2008,Normal,127000
5,5,1977,1977,1361,1259,0,2620,0,0,2,2,4,2,12,155,2007,Normal,190000
5,6,1962,1962,1106,0,0,1190,1,0,1,0,3,1,6,0,2006,Normal,132500
4,5,1962,1962,0,0,0,1224,0,0,2,0,2,2,6,0,2007,Normal,101800
5,5,1959,1959,1188,0,0,1188,1,0,1,0,3,1,6,0,2010,Abnorml,142000
5,6,1911,1950,940,940,0,1964,0,0,1,1,4,1,7,0,2008,Abnorml,130000
5,5,1914,1950,747,892,0,1784,0,0,1,1,4,1,9,203,2006,Normal,138887
7,5,2003,2003,764,862,0,1626,0,0,2,1,2,1,6,0,2010,Normal,175500
7,5,2004,2005,847,1101,0,1948,0,0,2,1,4,1,8,100,2006,Normal,195000
6,5,2005,2005,1141,0,0,1141,0,0,1,1,3,1,6,0,2006,Abnorml,142500
8,5,2006,2006,1476,0,0,1484,0,0,2,0,2,1,6,120,2007,Normal,265900
7,5,2003,2003,884,884,0,1768,1,0,2,1,3,1,8,0,2008,Normal,224900
7,6,2007,2007,1689,0,0,1689,0,0,2,0,3,1,7,0,2007,Partial,248328
7,6,1974,1974,1053,0,0,1173,1,0,2,0,3,1,6,0,2010,Family,170000
10,5,2006,2006,2076,0,0,2076,1,0,2,1,2,1,7,216,2006,Partial,465000
8,7,1929,1950,792,725,0,1517,0,0,1,0,3,1,7,0,2006,Normal,230000
6,7,1984,2003,585,728,0,1868,0,0,3,1,3,1,7,268,2007,Abnorml,178000
7,5,2005,2006,756,797,0,1553,0,0,2,1,3,1,6,0,2006,Partial,186500
6,5,1976,1976,1012,0,0,1034,1,0,1,0,3,1,6,0,2010,Normal,169900
6,5,1917,1950,735,924,0,2058,0,0,1,1,3,1,8,0,2008,Normal,129500
5,7,1950,1950,876,0,0,988,0,0,1,0,3,1,6,0,2007,Normal,119000
7,5,1968,1968,2110,0,0,2110,1,0,2,1,3,1,8,0,2010,Normal,244000
7,5,2003,2003,1405,0,0,1405,0,0,2,0,2,1,6,148,2006,Normal,171750
5,6,1968,1968,864,0,0,874,1,0,1,0,3,1,5,33,2009,Normal,130000
7,7,1974,2003,1192,651,0,2167,1,0,2,1,3,1,9,220,2007,Normal,294000
7,5,2003,2004,746,896,0,1656,0,0,2,1,3,1,7,178,2008,Normal,165400
6,6,1931,1950,884,408,0,1367,0,0,1,0,3,1,6,0,2007,Normal,127500
8,5,1994,1994,1986,0,0,1987,1,0,2,0,2,1,7,262,2008,Normal,301500
5,8,1922,1950,864,0,0,864,0,0,1,0,2,1,4,0,2009,Normal,99900
7,5,2005,2005,856,0,0,1166,1,0,2,0,2,1,5,212,2008,Normal,190000
6,8,1969,1969,1054,0,0,1054,1,0,1,1,3,1,6,180,2008,Normal,151000
6,5,1999,1999,841,783,0,1675,0,0,2,1,3,1,7,0,2009,Normal,181000
5,6,1956,1956,1050,0,0,1050,0,0,1,0,2,1,5,0,2009,Normal,128900
4,5,1957,1989,1104,684,0,1788,1,0,1,0,5,1,8,120,2009,Normal,161500
6,6,1919,1950,764,764,0,1824,0,0,1,0,3,1,8,0,2007,Normal,180500
6,5,1998,1999,1405,0,0,1337,1,0,2,0,2,1,5,144,2008,Abnorml,181000
7,5,1999,1999,691,739,0,1452,1,0,2,1,3,1,6,0,2006,Normal,183900
7,4,1910,1950,925,925,0,1889,0,0,1,1,4,2,9,0,2007,Normal,122000
9,5,2008,2009,2002,0,0,2018,0,0,2,0,3,1,10,144,2010,Normal,378500
8,9,1935,1997,728,1479,0,3447,0,0,3,1,4,1,11,314,2008,Normal,381000
5,5,1958,1958,874,650,0,1524,0,0,1,1,3,1,7,0,2007,Normal,144000
7,6,1979,1979,1332,192,0,1524,2,0,0,1,0,1,4,268,2010,Normal,260000
6,7,1968,1968,1489,0,0,1489,0,0,2,0,3,1,7,0,2009,Normal,185750
5,6,1965,1965,935,0,0,935,1,0,1,0,3,1,5,180,2006,Normal,137000
6,7,1959,2006,1019,0,0,1357,1,0,1,0,2,1,5,0,2008,Normal,177000
5,6,1910,2003,661,589,0,1250,0,0,2,0,3,1,8,242,2007,Normal,139000
5,5,1948,1950,928,992,0,1920,0,0,2,0,4,2,10,0,2007,Normal,137000
6,6,1972,1972,723,660,0,1395,0,1,1,1,3,1,6,294,2009,Normal,162000
6,5,1967,1976,1680,0,0,1724,1,0,1,1,3,1,7,0,2009,Normal,197900
8,5,2002,2002,1128,903,0,2031,1,0,2,1,3,1,7,0,2008,Normal,237000
4,4,1920,1950,698,430,0,1128,0,0,1,0,2,1,6,30,2010,Abnorml,68400
7,5,2002,2002,1573,0,0,1573,1,0,2,0,3,1,6,0,2009,Normal,227000
7,5,1990,1990,1309,0,0,1339,1,0,2,0,2,1,6,0,2006,Normal,180000
5,7,1977,2008,1040,0,0,1040,0,0,2,0,3,1,5,0,2009,Normal,150500
6,5,1971,1971,912,912,0,1824,0,0,2,2,4,2,8,128,2010,Normal,139000
6,7,1919,1990,804,748,0,2447,0,0,2,0,4,1,10,272,2010,Normal,169000
6,6,1939,1950,780,587,0,1412,0,0,1,0,4,1,6,45,2009,Normal,132500
6,5,1963,1963,1328,0,0,1328,1,0,1,1,3,1,6,0,2010,Normal,143000
5,5,1964,1964,1624,0,0,1582,0,1,2,0,4,1,7,168,2006,Normal,190000
8,5,2000,2000,1501,0,0,1659,1,0,2,0,2,1,5,212,2009,Normal,278000
8,5,2006,2006,1085,850,0,1970,0,0,2,1,3,1,8,177,2006,Partial,281000
5,7,1964,1964,1152,0,0,1152,1,0,1,0,3,1,6,227,2010,Normal,180500
5,7,1972,1972,630,672,0,1302,0,0,2,1,3,1,6,185,2009,Normal,119500
5,4,1892,1965,994,994,0,2372,0,0,2,0,4,2,11,0,2009,Normal,107500
7,5,1976,1976,832,832,0,1664,0,0,2,1,4,1,8,0,2006,Normal,162900
5,7,1955,1990,864,0,0,864,1,0,1,0,2,1,5,0,2006,Normal,115000
5,5,1968,1968,1052,0,0,1052,1,0,1,1,3,1,5,356,2006,Normal,138500
5,6,1963,1963,1120,0,0,1128,1,0,2,0,3,1,6,192,2008,Normal,155000
6,5,2005,2006,547,0,0,1072,1,0,2,0,2,1,5,0,2006,Partial,140000
10,5,2008,2008,6110,950,0,5642,2,0,2,1,3,1,12,214,2008,Partial,160000
5,7,1959,1994,1246,0,0,1246,1,0,1,1,3,1,6,218,2010,Normal,154000
7,5,1999,1999,978,978,0,1983,0,0,2,1,3,1,9,0,2009,Normal,225000
6,7,1942,1950,771,741,0,1494,0,0,1,0,3,1,7,0,2009,Normal,177500
8,5,1994,1994,1165,1323,0,2526,1,0,2,1,4,1,8,309,2006,Normal,290000
7,5,2005,2005,1616,0,0,1616,0,0,2,0,3,1,7,208,2006,Normal,232000
7,5,2004,2004,976,732,0,1708,0,0,2,0,3,1,7,0,2006,Normal,130000
9,5,2006,2007,1652,0,0,1652,1,0,2,0,2,1,6,404,2009,Normal,325000
7,5,2005,2006,1368,0,0,1368,0,0,2,0,2,1,6,132,2006,Partial,202500
5,5,1994,1995,990,0,0,990,1,0,1,0,3,1,5,0,2009,Normal,138000
5,7,1948,2005,924,0,0,1122,1,0,1,0,2,1,6,0,2008,Normal,147000
6,5,1991,1991,1278,0,0,1294,1,0,2,0,3,1,6,112,2008,Normal,179200
7,8,1959,2002,1902,0,0,1902,1,0,2,0,3,1,7,0,2010,Normal,335000
7,5,2005,2007,1274,0,0,1274,1,0,2,0,3,1,6,264,2007,Partial,203000
8,5,1990,1990,1453,1357,0,2810,0,0,2,1,4,1,9,500,2007,Normal,302000
9,5,1999,1999,1393,1177,0,2599,0,0,2,1,4,1,10,668,2010,Normal,333168
4,6,1954,1954,948,0,0,948,1,0,1,0,3,1,5,0,2007,Normal,119000
6,5,1969,1969,952,1020,0,2112,0,0,2,1,4,1,9,280,2008,Normal,206900
8,5,2008,2008,1622,0,0,1630,1,0,2,0,3,1,8,172,2009,Normal,295493
7,5,2006,2007,1352,0,0,1352,0,0,2,0,2,1,5,0,2007,Partial,208900
8,5,2001,2002,1753,0,0,1787,0,0,2,0,3,1,7,198,2006,Normal,275000
4,5,1954,1954,864,0,0,948,0,0,1,0,3,1,5,0,2007,Normal,111000
6,3,1957,1957,1478,0,0,1478,1,0,1,1,3,1,6,114,2009,Normal,156500
3,6,1949,1950,0,0,0,720,0,0,1,0,2,1,4,0,2008,Normal,72500
7,5,1992,1992,750,862,0,1923,1,0,2,1,3,1,8,240,2010,Normal,190000
4,7,1940,1950,420,0,0,708,0,0,1,0,2,1,5,164,2009,Normal,82500
8,5,2006,2007,1795,0,0,1795,0,0,2,0,2,1,7,0,2007,Partial,147000
4,4,1922,1950,796,0,0,796,0,0,1,0,2,1,5,0,2008,Normal,55000
3,6,1931,2006,544,0,0,774,0,0,1,0,3,1,6,0,2007,Normal,79000
5,9,1982,2008,816,0,0,816,0,1,1,0,3,1,5,0,2008,Normal,130500
6,7,1920,1950,1510,1208,0,2792,0,0,2,0,5,1,8,0,2008,Normal,256000
7,5,1998,1998,935,677,0,1632,0,0,2,1,3,1,8,0,2006,Normal,176500
8,5,2006,2006,1588,0,0,1588,0,0,2,0,3,1,7,144,2007,Normal,227000
5,5,1976,1976,911,0,0,954,0,0,1,0,3,1,6,0,2006,Normal,132500
4,6,1938,1958,816,0,0,816,1,0,1,0,2,1,3,0,2009,Normal,100000
5,6,1938,1995,803,557,0,1360,0,0,1,1,2,1,6,0,2006,Normal,125500
5,6,1970,1970,765,600,0,1365,0,0,1,1,3,1,7,0,2009,Normal,125000
6,5,1977,1977,1350,0,0,1334,0,1,2,0,2,1,6,0,2009,Normal,167900
5,5,1973,1973,1656,0,0,1656,0,0,2,0,4,2,8,0,2008,Normal,135000
4,4,1941,1950,693,0,0,693,0,0,1,0,2,1,4,0,2006,Normal,52500
7,5,2002,2002,916,941,0,1861,1,0,2,1,3,1,8,146,2006,Normal,200000
5,7,1972,1972,864,0,0,864,0,0,1,0,3,1,5,0,2006,Normal,128500
4,5,1971,1971,858,0,0,872,0,0,1,0,3,1,5,0,2007,Normal,123000
6,5,2003,2004,1114,0,0,1114,1,0,1,0,3,1,6,0,2008,Normal,155000
8,5,2002,2002,1284,885,0,2169,0,0,2,1,3,1,7,192,2007,Normal,228500
6,6,1928,1950,896,741,0,1913,0,0,1,1,3,1,9,0,2009,Normal,177000
7,5,2006,2006,728,728,0,1456,0,0,2,1,3,1,8,0,2007,Partial,155835
4,4,1920,1950,960,0,0,960,0,0,1,0,2,1,5,0,2007,Normal,108500
7,7,1968,2003,1568,0,0,2156,0,0,2,0,3,1,9,0,2006,Normal,262500
8,5,2006,2007,1732,0,0,1776,1,0,2,0,3,1,7,0,2007,Partial,283463
7,5,1998,1998,1482,0,0,1494,1,0,2,0,3,1,5,402,2007,Normal,215000
8,5,1872,1987,684,1215,205,2358,0,0,2,0,4,1,8,0,2008,Normal,122000
5,5,1969,1969,1248,1296,0,2634,1,1,2,2,6,2,12,0,2009,Normal,200000
6,6,1962,1962,858,858,0,1716,0,0,1,1,4,1,8,0,2008,Normal,171000
6,9,1937,2000,698,390,0,1176,0,0,1,0,2,1,4,210,2009,Normal,134900
8,5,1995,1996,2033,1185,0,3238,1,0,2,1,4,1,9,283,2010,Normal,410000
7,5,2000,2000,992,873,0,1865,1,0,2,1,3,1,7,0,2008,Normal,235000
7,6,1968,1992,570,698,0,1920,0,0,3,0,4,1,8,0,2006,Normal,170000
5,5,1966,1966,864,0,0,892,0,0,1,0,3,1,5,0,2008,Normal,110000
5,6,1971,2008,1078,0,0,1078,1,0,1,1,3,1,6,0,2010,Normal,149900
6,5,2000,2000,756,804,0,1573,0,0,2,1,3,1,5,0,2010,Normal,177500
9,5,2004,2005,1980,0,0,1980,1,0,2,0,3,1,8,194,2006,Normal,315000
5,6,1921,1998,612,1611,0,2601,0,0,3,1,4,1,8,183,2008,Normal,189000
7,5,2005,2005,1530,0,0,1530,1,0,2,0,3,1,7,168,2009,Normal,260000
4,4,1920,2007,715,457,0,1738,0,0,2,0,4,1,7,55,2009,Normal,104900
6,5,2006,2007,616,796,0,1412,0,0,2,1,3,1,6,0,2007,Partial,156932
7,5,2005,2005,600,600,80,1200,0,0,2,1,2,1,4,0,2006,Abnorml,144152
7,5,2000,2000,814,860,0,1674,1,0,2,1,3,1,7,0,2010,Normal,216000
7,5,1999,1999,873,908,0,1790,1,0,2,1,3,1,7,0,2008,Abnorml,193000
5,6,1977,1977,757,550,0,1475,0,0,2,0,4,1,6,104,2006,Normal,127000
6,5,2003,2004,848,0,0,848,1,0,1,0,1,1,4,140,2009,Normal,144000
8,5,2003,2003,1657,0,0,1668,1,0,2,0,3,1,8,0,2010,Normal,232000
4,6,1920,1950,840,534,0,1374,0,0,1,0,2,1,6,0,2009,Normal,105000
6,6,1955,1996,992,0,0,1661,1,0,1,0,3,1,8,0,2008,Normal,165500
7,6,1998,1998,1108,989,0,2097,1,0,2,1,3,1,8,253,2006,Normal,274300
10,5,2001,2002,2633,0,0,2633,1,0,2,1,2,1,8,314,2007,Normal,466500
7,5,2005,2005,1026,932,0,1958,0,0,2,1,3,1,9,154,2008,Normal,250000
8,5,2007,2007,1571,0,0,1571,0,0,2,0,3,1,7,100,2007,Partial,239000
6,5,1930,1950,768,0,0,790,0,0,1,0,2,1,4,0,2008,Normal,91000
5,5,1941,1960,984,620,0,1604,0,0,2,0,3,1,6,0,2009,Normal,117000
6,5,1973,1973,483,504,0,987,0,0,1,1,2,1,5,72,2006,Normal,83000
5,5,2006,2007,384,640,0,1394,0,0,2,1,3,1,7,100,2008,Normal,167500
3,3,1914,1950,864,0,0,864,1,0,1,0,2,1,5,0,2010,Normal,58500
6,7,1970,1970,1205,0,0,2117,0,0,2,1,4,1,7,0,2008,Normal,237500
7,7,1920,1950,596,764,0,1762,1,0,1,1,4,1,8,36,2006,Normal,157000
5,7,1918,2007,816,0,0,1416,0,0,2,0,3,1,7,0,2007,Normal,112000
6,5,1939,1950,560,560,0,1258,0,0,1,0,2,1,6,0,2009,Normal,105000
4,8,1922,2007,796,358,0,1154,1,0,1,0,3,1,7,0,2010,Normal,125500
7,5,1978,1978,1392,1392,0,2784,1,0,3,1,5,1,12,0,2006,Normal,250000
6,7,1916,1950,714,862,0,2526,0,0,2,0,5,1,10,88,2007,Family,136000
9,5,2006,2007,1746,0,0,1746,1,0,2,0,3,1,7,201,2009,Normal,377500
6,6,1941,1950,735,349,0,1218,0,1,1,0,3,1,6,0,2007,Normal,131000
7,5,2000,2000,1525,0,0,1525,1,0,2,0,3,1,6,219,2006,Normal,235000
5,5,1967,1967,1584,0,0,1584,0,0,2,0,4,2,8,0,2009,Normal,124000
5,5,1967,1967,864,0,0,900,1,0,1,0,3,1,6,175,2006,Normal,123000
6,7,1905,2000,482,691,0,1912,0,0,2,0,3,2,7,0,2008,Normal,163000
7,5,2006,2006,1356,0,0,1500,1,0,2,0,2,1,6,161,2006,Partial,246578
8,5,2005,2006,1094,1349,0,2482,0,0,2,1,4,1,9,144,2007,Normal,281213
5,5,1948,1950,747,0,0,1687,1,0,1,0,3,1,7,0,2010,Normal,160000
5,8,1920,2004,939,574,0,1513,0,0,1,1,4,1,8,24,2007,Normal,137500
5,4,1950,1982,1208,768,0,1904,1,0,1,1,3,1,7,0,2009,Normal,138000
6,6,1925,1990,976,448,0,1608,0,0,2,1,3,1,7,147,2009,Normal,137450
6,7,1929,1950,862,208,0,1158,0,0,1,0,3,1,5,0,2008,Normal,120000
6,5,2004,2004,839,729,0,1593,1,0,2,1,3,1,8,100,2008,Normal,193000
7,5,2006,2006,1286,0,0,1294,0,0,2,0,2,1,6,168,2006,Partial,193879
8,5,2007,2007,1485,0,0,1464,1,0,2,0,3,1,6,168,2007,Normal,282922
3,4,1915,1950,672,520,0,1214,0,0,1,0,3,1,6,216,2006,Family,105000
8,5,2004,2005,1594,0,0,1646,1,1,2,0,2,1,5,128,2008,Normal,275000
5,7,1972,2007,768,0,0,768,1,0,1,0,2,1,5,58,2009,Normal,133000
5,5,1985,1985,833,0,0,833,1,0,1,0,3,1,5,0,2009,Normal,112000
4,7,1910,1950,622,622,0,1363,0,0,1,0,3,1,6,0,2010,Normal,125500
7,6,1986,1991,791,857,0,2093,0,0,2,1,3,1,7,364,2008,Normal,215000
7,5,2001,2001,944,896,0,1840,1,0,2,1,3,1,6,0,2009,Normal,230000
6,8,1950,2005,856,556,0,1668,0,0,1,1,3,1,6,0,2009,Normal,140000
4,5,1949,1950,0,0,0,1040,0,0,2,0,2,2,6,0,2009,Normal,90000
8,5,2005,2006,1844,0,0,1844,1,0,2,0,2,1,7,165,2009,Abnorml,257000
6,7,1923,2000,833,795,0,1848,0,0,1,1,4,1,8,0,2008,Normal,207000
7,5,2007,2007,1386,0,0,1569,0,1,2,0,1,1,7,143,2009,Normal,175900
4,6,1885,1950,777,1044,0,2290,0,0,2,0,4,2,11,0,2010,Normal,122500
8,5,1998,1998,1284,1140,0,2450,1,0,2,1,3,1,7,0,2009,Normal,340000
5,5,1963,1963,1144,0,0,1144,1,0,1,1,3,1,6,0,2008,Normal,124000
6,5,1969,1969,1844,0,0,1844,1,0,2,0,3,1,7,0,2006,Normal,223000
6,6,1968,1968,708,708,0,1416,0,0,2,1,3,1,7,0,2006,Normal,179900
6,5,1977,1977,1069,0,0,1069,0,0,2,0,2,1,4,0,2010,Normal,127500
6,5,2003,2003,848,0,0,848,1,0,1,0,1,1,3,140,2008,Normal,136500
6,7,1966,1966,697,626,0,2201,0,0,2,0,4,1,8,586,2006,Alloca,274970
5,5,1958,1983,1024,0,0,1344,1,0,1,0,2,1,6,316,2007,Normal,144000
6,6,1959,1959,1252,0,0,1252,0,0,1,0,3,1,7,0,2008,Normal,142000
7,5,1994,1994,1223,904,0,2127,1,0,2,1,3,1,5,171,2008,Normal,271000
5,6,1945,1950,913,510,0,1558,1,0,1,1,3,1,6,0,2008,Normal,140000
5,7,1940,1992,788,0,0,804,1,0,1,0,2,1,4,0,2010,Abnorml,119000
6,7,1981,1981,1440,0,0,1440,0,0,2,0,3,1,7,0,2007,Normal,182900
5,5,2005,2005,732,1104,0,1838,0,0,2,1,4,1,7,100,2006,Normal,192140
6,6,1976,1976,958,0,0,958,0,0,2,0,2,1,5,0,2009,Normal,143750
4,6,1927,2007,656,0,0,968,0,0,2,0,4,1,5,0,2007,Normal,64500
6,5,2000,2000,936,830,0,1792,1,0,2,1,3,1,8,0,2008,Normal,186500
5,5,1977,1977,1126,0,0,1126,1,0,2,0,3,1,5,295,2006,Normal,160000
6,9,1962,2005,1319,0,0,1537,1,0,1,1,3,1,7,0,2008,Abnorml,174000
4,6,1971,1971,864,0,0,864,0,0,1,0,3,1,5,0,2007,Normal,120500
8,5,2008,2008,1932,0,0,1932,1,0,2,0,2,1,7,0,2008,Partial,394617
6,7,1957,1996,912,0,0,1236,1,0,1,0,2,1,6,0,2010,Normal,149700
7,6,1979,1979,539,685,0,1725,0,0,2,1,3,1,6,0,2007,Normal,197000
6,7,1922,1994,588,748,384,2555,0,0,2,0,3,1,11,431,2008,Normal,191000
6,5,2004,2004,848,0,0,848,1,0,1,0,1,1,3,149,2008,Normal,149300
10,5,2008,2008,1017,981,0,2007,1,0,2,1,3,1,10,168,2009,Normal,310000
6,6,1916,1950,952,0,0,952,0,0,1,0,2,1,4,0,2009,Normal,121000
7,5,2004,2004,1422,0,0,1422,0,0,2,0,3,1,7,192,2007,Normal,179600
6,5,1966,1966,814,0,0,913,1,0,1,0,3,1,6,0,2007,Normal,129000
5,7,1962,1962,1188,0,0,1188,0,0,1,0,3,1,6,261,2010,Normal,157900
8,5,1995,1996,1220,870,0,2090,1,0,2,1,3,1,8,0,2007,Normal,240000
4,7,1910,2000,560,550,0,1346,0,0,1,1,2,1,6,168,2007,Normal,112000
5,7,1970,1970,630,0,0,630,1,0,1,0,1,1,3,0,2006,Abnorml,92000
5,5,1974,1974,896,896,0,1792,0,0,2,2,4,2,8,32,2009,Normal,136000
8,5,2008,2009,1573,0,0,1578,0,0,2,0,3,1,7,0,2009,Partial,287090
5,5,2005,2005,547,0,0,1072,1,0,1,0,2,1,5,0,2006,Normal,145000
5,5,2006,2006,1140,0,0,1140,0,0,1,0,3,1,6,36,2006,Abnorml,84500
7,5,2004,2005,1221,0,0,1221,1,0,2,0,2,1,6,0,2009,Normal,185000
6,5,1999,2000,953,694,0,1647,0,0,2,1,3,1,7,0,2007,Normal,175000
6,6,1978,1988,1542,0,0,2073,1,0,2,0,3,1,7,349,2010,Normal,210000
7,9,1941,2006,1152,1152,0,2340,0,0,2,0,4,1,9,0,2010,Normal,266500
5,6,1950,1996,1078,0,0,1078,1,0,1,0,2,1,5,366,2010,Normal,142125
5,6,1965,1965,1256,0,0,1256,1,0,1,1,3,1,6,736,2008,Normal,147500
